Review,Rating,Platform
"The worst version without a doubt, go console fatality created at the rapid PS_HIT5, buy you an Xbox that offers a thousand times more",2,PLAYSTATION 5
"So after giving this ""game"" a real chance for 55 hours it seems like a cutscene gauntlet that is only able to keep most players invested by using awkwardly animated sex scenes as the cheese for degenerates. It seems like the devs had a golden idea not in pure game design but how to catch the attention of people who never interact with real people. Seems kind of a cheap way to try and blow up in popularity. People will say they just don't engage with it but everyone knows they're lying. It's such a shame that this is being considered as game of the year by mostly porn addicts. Something like this should be rated AO and not be allowed to be streamed on Twitch since there might be children watching. I honestly think you need psychiatric help if you're in denial that this game is not a cheap way at gaining an audience through promoting deviance. On top of all that the performance is horrid.",0,PLAYSTATION 5
"Dos2 was much better than this crap, it's so annoying on ps5, inventory management is a joke. So many things is wrong with this game I don't want to even start, boring story most important, overhyped game, and I loved BG 1 and worship bg2.",0,PLAYSTATION 5
"Game completely missed on PS5, no interest, no kinematics and turn not interesting.",0,PLAYSTATION 5
"It goes fatal, on PC has no problem and in PS5 it is worth playing it, what disappointment",0,PLAYSTATION 5
"You gonna like it if you like very traditional turn-based RPG, otherwise you are going to be tortured by the rhythm. Storyline is normal. Overall not as outstanding as the hype going on out there. I am not sure since when a rich content equals to a good content, and a large open world equals to a good game element.",0,PLAYSTATION 5
"2023 is finally actually good year for gaming, tons of great games and this is the year when some absolute losers want to overhype game that could have released in 2001 and still wouldn't been special?? i'm hopeful that this is just loud minority.",2,PLAYSTATION 5
"Outdated, overrated and overhyped game by people who think that they are fighting against big companies lol. Like seriously, if this game released in 1999, it would have been just as popular as all the other games like this one, in other **** too popular. These games had decent fanbase on PC, but they were never mainstream level. They weren't even comparable to Age of Empires. But now it's 2023 and everyone takes gaming more seriously than religion and bunch of different people are overhyping this game for different reasons. There are diablo fans (haters), there are those who forgot that Final Fantasy hasn't been turn based for 20 years and want new games to be turn based and then there are those who like to go along with hypetrain, without even caring if the game is actually any good. Did i like it? No i didn't. In 1999 i might have enjoyed it, but even back then it wouldn't have been nothing special.",1,PLAYSTATION 5
The game itself is what I expected gameplay wise But the really poor framerate and choppy way it plays isn't making me want to continue playing. Maybe if they patch it and fast I'll up my score and continue. Feels like a rushed port.,1,PLAYSTATION 5
"This is tough to write because honestly, Act 1 and 2 make this game THE Game of the Year. Heck, I was ready to put it in my top 5 all time favorite games. I have 100+ hours in this game now and just loved the story and choices and the combat. And then Act 3 happened. I started having performance issues, I started having weird glitches were my companions would lose half their bodies and couldn't fight anymore, I've had 5 different quests completely bug out on me and even a main quest bug out that I can't even complete. Not only that, but the story choices of what is going on - the main bad guys and fights aren't as thought out as things were in the first 2 acts. It is very clear that Act 3 was completely rushed in my opinion to get the release out the door and does not have the same care that Acts 1 and 2 had. All of that enjoyment of Acts 1 and 2 to just come up against the frustrations in Act 3 killed my enthusiasm for this game. I know Larian will likely fix these issues as I suspect as more people start finishing the game they will see/hear this criticism - and quite possibly they already know this. But I can't in good faith recommend someone spend 80+ hours in a game and then just run up against game breaking bugs that won't allow them to finish the game they way they want to. That just feels pretty bad.",0,PLAYSTATION 5
"It has nice graphics but garbage animations, cheap escapes, mediocre story, no details, no excitement for war,",4,PLAYSTATION 5
"The game is beautiful, but after a certain thing, you repeat yourself a lot.",4,PLAYSTATION 5
"After playing for a few hours again on NG+ i can confidently say that this game feels like it has no backbone. It almost feels like this game shouldnt have had open world in the first place. It looks stunning but its empty. There are so many of very similar collectibles that it almost feels like an ubisoft game, but in a parrallel universe where they actually try to make good games. AI is braindead. You either get swarmed by tens of enemies that take turns in hitting you or you go kill enemies one by one or enemies that are a little bit further away have no idea you just killed like five of their men. They are so unaware of your presence that you dont even have to use stealth. Enemies are deaf. Their comrades yelling in pain and shooting from bows but they are unable to hear it and go help. even tho theyre like 10-20 meters away from a fight. A lot of scripted stuff and poor balancing. I just cant replay this mediocrity. Just play only the main quest and uninstall. DLC is very bad by the way.",4,PLAYSTATION 5
"I expected something more . Big RPG. This is more like action based something. 1. No decision making 2. Gameplay mechanics nonexistent (you cant really buy something, money is useless , just upgrade your equipment , you cant loot your enemy , you cant buy a horse) 20y old games have multiples times more features 3. Story is straight from some anime. For instance when we go to save someone everybody knows exactly where the enemy took them. LIKE HOW? Its like an fairytale where we don’t bother witch logic. 4. Characters speak like robots with zero emotions , always straight to the point. 5. NPCs are static , world feels completely empty 6. Repetetive missions Overall this game is really simple ,no deeps mechanics, just constant action which is good. But I expected something like Witcher.",3,PLAYSTATION 5
"Ordinar game from PS, good plot and graphics but nothing new, ill better go for Witcher one more time",4,PLAYSTATION 5
Just gome home bought this one and i am satisfied till now,2,PLAYSTATION 5
legends quick play survival stuck in testing connection **** playable at all!!!,0,PLAYSTATION 5
"Very cool game, but the company's greed for PC version a very expensive staff game is the same game released years ago on Play 4 is not a release, it makes no sense to the values ​​charged by Sony on Steam.",3,PLAYSTATION 5
"typical sony playstation game. actually good but just like any other, just play with different characters. becomes boring at some point",3,PLAYSTATION 5
"Disgusting control.A dull plot and protracted dialogs. After 3 hours of gameplay, absolutely nothing for another 15, was found.",0,PLAYSTATION 5
"Dear PlayStation PC LLC Team,I hope this message reaches the management team, particularly those responsible for shaping the company's **** a dedicated fan of your company from the very beginning of PlayStation's gaming history, I have witnessed the transformative power of your games in brightening the lives of countless individuals worldwide. I have derived immense enjoyment from every game I've played, knowing that my support contributes to the hard work of your developers.However, I'm struggling to comprehend the recent policies implemented by the current management team and CEO. These decisions have restricted access for players across 170-180 countries, including myself, preventing us from fully enjoying your games, particularly through platforms like Steam and in online gameplay.This shift in policy has left me deeply disappointed, as it threatens to hinder the enjoyment of future releases, including highly anticipated titles such as God of War: Ragnarök.I urge you to reconsider these restrictive measures and ensure that your exceptional games remain accessible to all without unnecessary barriers. By doing so, you not only honor the loyalty of your dedicated fan base but also continue to rightfully earn the recognition and support you deserve.Thank you for considering my sincere request.",3,PLAYSTATION 5
F*** sony for their policy banning countries. its a great game .........................................................................................................................................................................................,0,PLAYSTATION 5
"I bought the PC version of the game as a gift over a month ago, unexpectedly it was taken from my friend, and I got refunded because my country is unworthy in Sony's eyes. I hope the publisher calculated all the risks for the brand, because I definitely won't buy products with the Sony logo anymore.",0,PLAYSTATION 5
Waited this game for almost 4 years to get it on PC. A lot of countries (even EU countries) got restricted and were forced with refunds.,0,PLAYSTATION 5
"The game I can't wait to play on my PC has been removed from sale in more than 170 countries, including my country, good job Sony",0,PLAYSTATION 5
Sony deserves a zero for dividing gamers and not allowing gamers everywhere enjoy the game. I am not going to buy any Sony products going forward as it has turned into a gayrbage company.,0,PLAYSTATION 5
PSN network required bad business practices anti consumer practices greedy also removed 177 counties cant play because of this,0,PLAYSTATION 5
Addictive and fun. Worth every penny!,0,PLAYSTATION 5
"What a dumb concept they decided to keep, which is, You cannot skip cinematic. You are forced to waste your time instead of playing. This usually grants for a terrible game design mentality of designer's ego. Most people do not care and cinematic MUST have a skip option or the designers are just massive A holes. like ANY game who does that of course. I gave a 1 because graphics looked ok.",1,PLAYSTATION 5
"Main story is very mid and not engaging. Characters are so boring. Side markers are absolutely meaningless like go to bath and think about your mother or make a haiku. Even visuals are mid, because it's just different areas with copy paste same stuff.",1,PLAYSTATION 5
"The game is repetitive, it being open world is it’s downfall… the hype behind this is absolutely atrocious…",4,PLAYSTATION 5
Perfect example of what’s wrong with todays gaming flashy graphics and no substance with repetitive gameplay solid story couldn’t save this from its repetitive elements,0,PLAYSTATION 5
This game reminds me of assassins creed simple repetitive gameplay outside of the graphics there is nothing worth coming to here video games need to stop focusing on graphics!,1,PLAYSTATION 5
Boring assassin's Creed clone. Terrible story and terrible side content. Wish I never played it,0,PLAYSTATION 5
"The game's collectibles are boring it is just following the fox again and again. Most story missions of the game is just following sneaking on some ronins. The yellow bird after saving a village you cannot hit it and also it can fly through walls and tree branches, poor game poor design",0,PLAYSTATION 5
"It's another bore fest **** which starts with some fmv that you can't skip. It then becomes what every game seems to be nowadays , a job list. Go to Z to get X and take it to Y repeat ad nauseum. If I wanted a job list of pointless tasks I'd ask my wife if there was anything she wanted me to do. My advice is to cut the grass as it has more entertainment value than this tripe",0,PLAYSTATION 5
"Worst combat system I've ever seen, poor gameplay tons of paid reviews here... Supposed to be a samurai warrior can't even block attacks, games that feature unblockable attacks should be banned by the gaming community. Poor controls, boring combat system that'll put you to sleep. Only reason I've played this is because it's free on PS plus but now I just want my time back. Worst game design in recent decade, shameful",0,PLAYSTATION 5
"Don’t understand the good reviews of this game, probably the most boring game I ever played, got it for free on new ps plus but still to expensive, never played a game which is so repetitive and you cant even skip the boring videos from the most stupid side quests I trying now for months to finish this game because I like to finish all games I start but that one is so tough after 1 hour I just don’t want to play anymore, graphics are terrible on ps5 looks more like a ps3 game movements and always the same fighting animations, really bad game I give it 3 points just because there are even worst games out there. And I almost forget the landscapes oh my god they look terrible, if you played horizon before and then this you going back 10 years, why can a days gone game not get a sequel and this probably gets one, no words for this. Never again I play a game of this.",3,PLAYSTATION 5
"Despite being beautiful graphics, the gameplay & world is repetitive reminding me of assassin's creed, charging $30 over a year after release just to play the PS5 version is absolutely ridiculous !!",0,PLAYSTATION 5
Its basically assassins creed with cool graphics. 1 point for the graphics/art style. Other than that its a very shallow game not worth the time to play if you've played any assassins creed or open world ubisoft game.,1,PLAYSTATION 5
I'm in serious shock that Sony thought it would be a good idea to release this with barely any noticable upgrades. This is an absolute scam and a disappointment. This is simply a low effort money grab trying to cash in on the hype the original had.,0,PLAYSTATION 5
Multiplayer mode is awesome with friends.,0,PLAYSTATION 5
"Absolute rip off, Sony's greed knows no end. Don't support this crap under any circumstances.",0,PLAYSTATION 5
"just a longer copa paste typical sony copy paste ""game"" for ""gamers"" who cant play anything new or use brain",0,PLAYSTATION 5
"10 bucks to unlock the full score bar: director's cut Oh wait, it's ps5 version. 20 please",0,PLAYSTATION 5
"Refritos € 80.I take the same game, I port a dlc and charge € 80 for you players",0,PLAYSTATION 5
"No, but it's anything.We sell at this price a game which was released just about adding some things not really useful and above all a barely visible graphic upgrade, it is a shame.There basically they are selling us a DLC for the price of a new game. And when I see what the game upgrades with the DLC is cost when we already have the game on PS4, it's even more shameful.How can we accept that.",1,PLAYSTATION 5
"Boring, empty game. Graphics look outdated even for 2020. Not recommending this at full price.",0,PLAYSTATION 5
10$ fee for upgrading to next gen is not funny when Xbox offers these for free,0,PLAYSTATION 5
"The game is good, and Sonya is bad, greedy bastards.Such a bestial attitude towards the user no company allows",0,PLAYSTATION 5
The devs did a great job on this one,1,PLAYSTATION 5
Where's the original version on psn store? It's absurd forcing people to buy the director's cut for that price.,0,PLAYSTATION 5
"The game itself is just great, but why it was impossible to make a free update for the PS5 even without an add-on, but for free, I am disappointed in the current Sony policy... Considering that large studios update games for PS 5 for free.",2,PLAYSTATION 5
"It should be a free and compatible content with PS5 per BC, but no, it has to charge for a couple of nonsense that on other platforms are completely free.Anyway, the game is good, but this movement is not good for the user",2,PLAYSTATION 5
"I already had the game on PS4 and want to charge for me to play on PS5 in a improved way, the people who buy the new generation console are already paying to play the games in a improved way, charging for upgrades is absurd!Don't support this practice!",0,PLAYSTATION 5
"Tsusima is a rack -hearted game, put 10 of the usual version of the game, but 10 bucks for vibration in Dualsence ... This is just lead.Just do not update the game from the principle!Such an uprog should go for free.Please do not stimulate Sonya to this kind of behavior with your blood!",0,PLAYSTATION 5
"It's pretty to look at, and if you are really into Samurai stories/cinema you may enjoy this game for the experience of fighting like a samurai. Not being a hug fan of the genre, I found it very difficult to relate to the characters, and they definitely were not likable in my opinion. I didn't feel invested in the story and found it difficult to justify playing. The abilities that you get as you progress will slightly mix up your play style and the feel of the game but not enough. Enemies are almost exclusively mundane humans which is okay when you don't have a point of comparison. However, if you've played God of War, Demons Souls, The Last of Us, Returnal, or even Horizon Zero Dawn (all games with enemies and abilities that draw on supernatural sources of inspiration) then the enemies in this game will be quite bland by comparison. I may return to this game once I've exhausted all the other amazing and free games in the Play Station collection, but until then this purchase is nothing more than a regret now collecting dust in my game library.",0,PLAYSTATION 5
The devs did a great job on this one,0,PLAYSTATION 5
"Greedy cash grab from Sony. Nothing new here from the PS4 version. Hid the PS5 patch behind a $30 pay wall. Very shameful and justifies review bombing. Iki Island is cool, but not for $30. Sony is making some really greedy decisions this gen. Fail.",2,PLAYSTATION 5
"Macht am anfang viel Spaß wird aber schnell langweilig. Akt 1 man lernt alle Gegner kennen und es ändert sich kaum was in den anderen Akten 2,3 das ganze wiederholt sich einfach die ganze zeit und es kommt nichts neues dazu.",4,PLAYSTATION 5
"Too high price for such a small amount of content, and a separate price for Nekstgen is generally beyond",0,PLAYSTATION 5
"There is no doubt that Ghost Of Tsushima is by far the best samurai game in history, taking the story from real events although Jin is a fictional character but needless to say that **** nailed it. The addition of Iki island as the real story goes is an interesting move by the studio. A lot of things to explore in an amazing well built world, the combat system is satisfying and a well structured story with emotional events all along. I would recommend as I don't see any game studios doing what Sony studios are doing and especially **** for this masterpiece.",0,PLAYSTATION 5
Overpriced garbage. The A.i is bad and stealth combat is horrible. i do not recommend this game.,0,PLAYSTATION 5
"This DLC needed to be much better than the original game.The graphics seems the same as the Plaustation 4 nothing changed to the current generation I found it very weak, and pay $ 159.00 in a serious speech Sony.",4,PLAYSTATION 5
One of the best games you can play to waste time or marvel at their graphics sincerely one of the best PS games that did not win the Goty in 2020,0,PLAYSTATION 5
"A scam on PS5, they charge you for the upgrade if you want the improvements when the competition has it for free.",0,PLAYSTATION 5
"Charging for what should be a free upgrade is disgusting, Do better next time",4,PLAYSTATION 5
Too many bugs after the latest update.,0,PLAYSTATION 5
The game is exactly the same as the original except that it has an update of graphics and takes advantage of the new mechanics that PS5 control offers.I think it was a very Avara move by Sony for a Next Gen patch when all studies are offering those patches completely free as Square Enix did with FF7 and the DLC offered it as an option and not sell it next to the patch.Sony really abuses us their fans but as long as we continue to justify them they will continue to make this type of movements without mentioning the rise in the prices of their exclusive games.,1,PLAYSTATION 5
It is irritating that they charged Full Price for this Directors Cut considering how little it really adds. Seems they recycled this to charge full price for a 5 hour DLC and some graphical improvements.,0,PLAYSTATION 5
"This is a Sony scam invented by Jim lying Ryan in order to rinse stupid Sony sheep for every dollar they’ve got. It also looks like a PS3 game compared to Halo Infinite which looks like a PS6 game. We’re eating good over here at Xbox where we get critically acclaimed games for free every month on GamePass, all Sony fans get are one star bargain bin trash.",0,PLAYSTATION 5
"Boring and empty game with no story or characters at all - you cant find any intersting quests at all in this game, buy only if you like awfully stupid grind without end.",2,PLAYSTATION 5
"This note is like protest for the call of the most toxic being from all of Twitter @ps5es, making a call to their followers to put 0 in any Xbox game.",0,PLAYSTATION 5
Its the same game people. Save your money as this is nothing but a cash grab,1,PLAYSTATION 5
"The story mode is a bit short, but overall great.",4,PLAYSTATION 5
"Serious that people are very silly if they buy this ""cut"" discharges, the graphic improvements that are needed by those super exaggerated zoom of X10000000, and the carelessness of selling you a game is twice the most unforgivable thing that Sony could do in all its history as a company, I stay with my happy PS4 version!!!!!",0,PLAYSTATION 5
"Sony, I already bought your game for 60 euros and now you wnat me to pay more 30 euros just for what? For snadart game graphic options, for 5 minets in ini.FILE. Why in PC it doesn`t make any problem and doesn`t cost 30 euros.",0,PLAYSTATION 5
"expensive price for this ps5 old game, expensive price of old game with new price on ps4 too. short iki island mission 4 hours. fake graphics improvements, no Fidelity and Performance RT option graphics settings, for example like the spider-man game. please update, you should include an update to the Fidelity and Performance RT graphics settings. If there is none, I ask for a refund",0,PLAYSTATION 5
It looks much better in PS4 than in PS5 if they are going to charge you by Downgrade better that they put the game in the ass is an excuse to return to charge you $ 60 then complain about Nintendo and Sony goes through the same path,0,PLAYSTATION 5
"Only Play people buy a game twice, I see why they are so ready",1,PLAYSTATION 5
Another phony cash grab by lying Ryan. Doesn't even look better than the Ps4 version. Stop giving the greedy company $70 for garbage.,0,PLAYSTATION 5
Absolutely an abysmal highway robbery ****. Do not purchase no matter what,0,PLAYSTATION 5
"The price for this game is an absolute joke! Sony really ins't ashamed of anything anymore, sad thing it goes the same way like some other sh***y publishers.",0,PLAYSTATION 5
"Charging a fee more just to be able to play on PS5, nowadays it gets very badly, especially when most others are delivering the upgrade for free.The only message you go through is, do not support our releases, it is better to expect a ""definitive"" version.",0,PLAYSTATION 5
These prices for the current financial reality (which is already bad for years) of Brazil make it impossible to purchase any game.Give the DC update for free to those who already have the game and download the value (because the game is not release) for those who want to buy is halfway there.,0,PLAYSTATION 5
"R $ 160 for expansion and ps4 PS5 upgrade is slutty.Should not have to pay for upgrade.Even the EA EA did not charge the upgrade of the Jedi Fallen Order.It should follow the trend free of games like AC Valhalla, Miles Morales, Metro Exodus, FFVII.Negative point for **** punch and sony",0,PLAYSTATION 5
"The game is amazing, but charging for update to PS5 users is the height of ridicule and disservice that Sony has made with its users in recent years, charging for new content is fair, but 350 reais in a game that is not launch and taking the previous version of the store, my congratulations Sony!",0,PLAYSTATION 5
"Way too expensive for such a small upgrade, the dlc is also just 4 or 5 hours",0,PLAYSTATION 5
If The Price Is Right sometimes means higher price with downgraded quality nothing new I guess.,0,PLAYSTATION 5
Addictive and fun. Worth every penny!,0,PLAYSTATION 5
"This isn't a director's cut. A director's cut is a work that embodies the original piece and things that were left behind because of production budget or publisher's decisions. This is just the same game with a DLC withholding PS5 upgrades and features to blackmail the PlayStation fans into buying the 19,99€ of extra content. Even, they charge you more if you want the PS5 version, 10 more, and that is nonsense in an industry full of free upgrades. This time, Sony has crossed the line.",0,PLAYSTATION 5
this game is only a remaster or a repetitive game and the iki island is the same thing like the tsushima island.... is trash,0,PLAYSTATION 5
"There is a limit to human decency, but there is no limit to human abomination.",0,PLAYSTATION 5
"Why would you make a directors cut that offers extended gameplay, better graphics instead of adding that to the original game? Just to milk more money from players. The game itself is so good, but this movement made me to dislike it a lot, I prefer to keep the original one instead of being scammed.",3,PLAYSTATION 5
20€ for the upgrade from the original Version to ps5 would've been okay but that extra 10€ for the ps5 Version is just a rip off.,0,PLAYSTATION 5
"tak ploho ugry eshe nikto ne prodoval, kak sony. 2500RUB for update i ochen malenkoe DLC eto naglost. Za eti dengi eto 1/10",0,PLAYSTATION 5
Isn't it worth the price !!!! Come we aren't silly..... ..................... We aren't fools,0,PLAYSTATION 5
Very bad DLC. This really don’t cost such huge amount of money for improving 2-3 things. Also graphic looks worst then original,0,PLAYSTATION 5
"It must be kidding 300 tale in a PS5 update that doesn't change anything in the graphics, while Microsoft updates its games for free",0,PLAYSTATION 5
Just gome home bought this one and i am satisfied till now,1,PLAYSTATION 5
Does not have improvements that justifies full price. It's just a re-release,0,PLAYSTATION 5
I will not pay 10$ for improvements for the ps5 that I have already paid for by purchasing ps5.,0,PLAYSTATION 5
"It is not worth the price.And even more take the old game, I'm glad I have the physical version.I hope the community will continue to go down the cacete in this crap and that this is not a frequent practice",0,PLAYSTATION 5
"The original game deserved at least a 9, so good that it is.But while Iki Island is a good DLC overall, what they did is not worth the price charged.Make a ""new game"", charging more than the base game itself when it was released, and still taking the base game of circulation is a great clown and cowardice.The upgrades made in it are almost nonexistent, and the DLC does not pay it all.I strongly advise anyone who wants to play, who buy the original version in physical media, which is where they still have, but do not support this cowardice they made with this game charging price of new PS5 games.",0,PLAYSTATION 5
"Zu teuer, wenig Inhalt, schlechte Preistpolitik, Nix for the players. 5 Euro bin bereit zu zahlen nix mehr.",0,PLAYSTATION 5
"Same Game, less graphics detail, poor content = 80€. This is the greatness of Playstation Buy the same game twice? Thanks",0,PLAYSTATION 5
"This is the most empty and lifeless game i´ve played in a while. if you guys are into this then you go ahead and play some assassins creed cuz guess what despite it´s bad reputation there is not a lot that makes it different...This could easily be an assassins creed game it’s not less inventive in fact Ubisoft create more detailed and prettier open worlds and Users would downvote the hell out of it. The only thing this one has that sets it apart from AC is the Sword Fighting which is actually kinda fun. But that is not enough to make this game good. I know people say it´s pretty but i gotta disagree there. i really cant stand the overcolored-try-hard-in-your-face artstyle, feels super artificial imo..",4,PLAYSTATION 5
"Game has not changed anything to justify the amount that is charged, more of the same for the amount of $ 350 a great lack of respect for the consumer",0,PLAYSTATION 5
Overpriced game with minimal improvements. The graphics doesn't look next-gen.,0,PLAYSTATION 5
"The most boring game ever, sony why you like this?? HZD, Days gone, spiderman and especially GOT is the most generic game ever do not buy this game, it just boring AF **** you sony",0,PLAYSTATION 5
"Sony greedy, impudent Japanese from Sony, who have no honor, sell improvements to PS 5, normal studios do it for free.",1,PLAYSTATION 5
**** Punch managed to make my game favorite of all time even better.The graphics definitely improved a little and Iki Island is amazing.Highly recommended.,0,PLAYSTATION 5
"Worse than on PS4 Pro, a disaster, as you can pay for a 6 -hour DLC and an alleged improvement, they just want money without effort",4,PLAYSTATION 5
"Jim Ryan Traitor Mercenary Liar, Get Us of PlayStation Your Traitor Drake Bipolar Drake",0,PLAYSTATION 5
Game is amaizing! But.. Greedness of Sony is disgusting! I already bought this game a year ago and now i must pay one more time. WTF? It is the SAME game and i already bouth it! Hate it soooo much!,1,PLAYSTATION 5
"Pay for a minimum change of graphics?Are you kidding Sony?DLC Okay, pay a little more (the amount charged is a lot for what it delivers), but paying for more pixels on the screen is a lot of slutty, congratulations Sony, it's increasingly difficult to keep your services pig and disrespectful with customers, xbox here I go.",2,PLAYSTATION 5
"Shove your PS5 upgrade where the sun don't shine. Terrible decision to charge for the upgrade in the first place, but to then hide it behind the DLC. Shame on you!",0,PLAYSTATION 5
"I purchased a version for PS4 on the release in order to support developing and Sonya.As a result, Sony is trying to pump out more dough from poor gamers, cool.Well, I hope the players will teach them properly.I purchased an additional Iki, without updating for PS5, although I play PS5.I consider it a lead to ask for such scanty updates even 10 baches, figs with a addition.Sonya has become insolent, I hope it is not too late, and they will change his mind that they are doing something wrong.",0,PLAYSTATION 5
estoy indignado por esta director cut ya que cobran por la version mejorada y resulta ser igual a la de ps4. no la recomiendo para nada. I am outraged by this director cut as they charge for the upgraded version and it turns out to be the same as the one on ps4. I do not recommend it at all.,1,PLAYSTATION 5
To demand money for updating to the version of PS5 is not a matter.Shame on the developers!,0,PLAYSTATION 5
It is sad to observe Sony's greed.Pay separately for the fact that the functions of PS5 work this nonsense.,0,PLAYSTATION 5
"I Still Understand Paying Separatly for the DLC, But to Play On My PS5, I have to Give Another Ten Bucks on Top?In My Country, This Turned Into 719 Rubles for update and 1500 for DLC.As a Result, I Bought a Game on PS4 For 4500 Rubles, I Give More than 6000, And If I Did Not Have Before, The 5500, Were Is the Logic?/ Pay separated for DLC, I still understand, but to play on my PS5, I have to give a ten more bucks above?In my country, this turned into 719 rubles for Update and 1500 for DLC.As a result, having bought a game on PS4 for 4,500 rubles I give more than 6,000, and if I did not have a game before, then 5500, where is the logic?",0,PLAYSTATION 5
"Let's drink for the magnificent policy of Sony.To play a good version of the game, be kind to pay extra, even if you have a game",1,PLAYSTATION 5
"This is a deception for money, it's better to buy a cheaper game. Sony are getting very greedy.",0,PLAYSTATION 5
"Only reason some people are trying to hype this game is up is because of ""muh exclusives"", if it wasn't exclusive hardly anyone would care about this game, maybe small group of people, but that's it. I absolutely love Playstation 4 and Playstation 5 and i also play on PC, but i deeply hate when some people hype some games up, just cause they are ""exclusive"". By the way i'm pretty sure this game comes eventually to PC, Days Gone and Horizon Zero Dawn already came and those are way better games than GOT. Best Playstation exclusives are Spider-Man 2018 and Bloodborne, nothing else gets even close.",0,PLAYSTATION 5
"Let's be real here, this game is 6.5 out of 10 at best. It's not greatest invention of all time considering Assassin's Creed did this same thing years ago. But i don't even wanna compare it to AC, but GOT is way inferior. Where's parkour? Where's good camera controls? Where's fast paced combat? It has none of it. Assassin's Creed 4 Black Flag (2013) blows this game out of water, no pun intended.",0,PLAYSTATION 5
"Anyone who buys this at full price will support Sony's greedy policy. I got my PS5 which I waiting long time and Ghost of Tsushima was the game I wanted to play the most...i don't want to support it! Also, I would like journalists to buy games too so that they would feel it at least a little.",0,PLAYSTATION 5
"Generic game in every aspect. open world feels extremely empty (not joking). Yes it has some nice visuals, but some areas look like last-gen. If you can't even get your camera working correctly for your ""amazing game"" then how are you expecting me to enjoy it. But i still bought the PS4 version despite all of these issues and i can't even get free upgrade to my PS5? Are you kidding me? Even Ubisoft out of all companies allows free upgrade to all their 2020/2021 games.",0,PLAYSTATION 5
"I platinumed this game and got 100% on Iki, this game is one of my favorites, but I think that paid upgrades is a cancer move, so hear us out Sony, we don’t want this practice.",0,PLAYSTATION 5
"Disgusting cashgrab. I wasted my money. Little to none differences from PS4 version. Personally I would be ashamed to ask more dollars for ""remastered"" version of 12 months old game. Overall game is MAX 7/10 but Sony's policy is horrible and it should be stoped. So 0/10, get your S together.",0,PLAYSTATION 5
Ale syf. Ta wersja rezyserka to zwykly skok na kase. Zlodzieje patrza tylko jak wycuagnac pieniadze po 3x z rzedu.,0,PLAYSTATION 5
"Ps5 update adding only dualsense features, it shouldn't cost 10$. Don't pay for nextgen tax",0,PLAYSTATION 5
"Despite the story content, the price they make to pay to the owners of the PS4 version is a broad day robbery",0,PLAYSTATION 5
0/10 for Sony politics. Buy game - ok Buy dlc for 4 hours - hm ok Buy patch for your new console because we can sell patches - nope.,0,PLAYSTATION 5
The practices behind this game is nothing more than a search to squeeze the user wallet,1,PLAYSTATION 5
"Great game but I felt ripped off paying for this upgrade, not worth it, just stick with the base game.",3,PLAYSTATION 5
"Every thing looks, sounds and plays better. The best game of 2020 just became the nest game of 2021",0,PLAYSTATION 5
"As they like to pay for something that should be free, virtually no improvement, but that, to go through a box again, tremendous robbery.",0,PLAYSTATION 5
It's not worth giving Sony your money. Just play the game through backwards compatibility,0,PLAYSTATION 5
"It's absolutely hilarious that some people think that this game is actually popular/good. Only reason it was upvoted, was to troll last of us 2. That was the only reason why it was overhyped. This game was never anything special.",0,PLAYSTATION 5
"IGNORE those complete twerps that write fake 10/10 reviews! i don't know why. This game is very bad and generic, if it wasn't exclusive, nobody would ever cared about it. Even Quantum Break is more fun exclusive than this.",0,PLAYSTATION 5
"10 dollars for a game that has greater resolution but worse textures than the past generation version?No thanks, I tried to ask for a refund for the game, but the PS store tells me that it already stremie it and that they no longer accept returns rot !!!!",1,PLAYSTATION 5
Straight up money grab. Don’t be fooled. Straight up money grab. Don’t be fooled. Straight up money grab. Don’t be fooled. Straight up money grab. Don’t be fooled. Straight up money grab. Don’t be fooled. Straight up money grab. Don’t be fooled. Straight up money grab. Don’t be fooled.,0,PLAYSTATION 5
Just saw digital foundry video saying it has bugs in the game. How can last gen version run better than the newer version. I'll just play it on ps4 instead.,3,PLAYSTATION 5
"A mediocre relaunch ... The game has a visual download compared to the PS4 version and it is not worth paying for that.In the end it is the same game last year, it is an assassin's created and that becomes boring in long -playing days.Graphically it looks good, but it is more than the artistic style than by graphic density in general.",3,PLAYSTATION 5
For the payers money for the same game this is the worst edg for gaming only money if gamer didn’t do something it’s really good bad,0,PLAYSTATION 5
I would gladly pay for the DLC but charging consumers for a PS5 Upgrade where it should be free is pure corporate greed.,0,PLAYSTATION 5
"Everything feels kind of generic in this game. Quests, characters, everything is so bland. Meh.",0,PLAYSTATION 5
"I played it for 3 hours and got insane motion sickness, because character is not on center of screen. How hard is it to put character on center? GTA 5 is perfect example where you should put your playable character. I had awful experience with this game, so unless you like to play game where character is somewhere in the corner of the screen, i wouldn't waste my money on it. I personally really regret buying it.",0,PLAYSTATION 5
"Let's drink for the magnificent policy of Sony.To play a good version of the game, be kind to pay extra, even if you have a game",0,PLAYSTATION 5
"Not worth the price. This game was never that great anyway. Some people have created this illusion, that this game is something super special, but it really isn't. It's just inferior Assassin's Creed clone (without parkour or good combat btw). Even Pewdiepie didn't finish it and he is huge Japan fan, that should say something.",0,PLAYSTATION 5
"This game reminds me Assassin's Creed, but in a bad way. There's no parkour in this game. Combat feels outdated and camera controlling is just horrible.",0,PLAYSTATION 5
